clientid,income,age,loan
1220,44405.28066363191,34.3825240558945,3917.8760982038793
1777,33816.223340109,60.248191382736,5265.743252438289
546,40794.8702271096,38.04052822338421,6519.437059856079
644,33720.5892242491,47.2466262932867,1365.95220859435
362,66091.9059114531,24.2041407017969,8743.509701223791
1694,32771.1254055612,58.932584867347,1853.68197037988
1862,57513.8174626045,33.0920195085928,6921.4910285276
852,68966.82256367059,54.3924881364219,6690.63533769203
105,60844.092494808094,45.6552049978636,12072.2557579712
762,40641.523017548,37.664198640268296,5042.326368067929
763,43940.91070164,38.3059819466434,2855.3791874510603
948,64983.1542442553,27.291971609462102,9109.774341958058
1373,61742.6095809788,34.5598100377247,326.98956762450297
12,59436.8471228518,60.4719358547591,9254.24453803174
166,55603.7867954001,43.8394727888517,1411.13008049743
1674,60019.4471352734,19.3824147786945,6978.34712803046
1407,25636.3335694186,55.7820571959019,1239.6882584746902
252,34796.0035596043,58.4878998775966,443.666538113212
888,29366.582334041603,22.4840485332534,4049.25386522537
1310,20583.6121737957,21.9897674438544,53.1862073427052
869,51790.726445615306,41.1508777858689,1281.0357291798
455,54140.429133549296,30.888892731163697,7896.22376609728
829,68100.73561966419,47.7529402710497,8124.598979910799
1287,62526.88792767,61.0521709173918,5835.54239114684
659,47526.234125252806,57.21959191840139,8957.33054393952
1646,64126.4916793443,19.2978535289876,4956.94156453161
1871,49501.905920915306,50.78811185201629,2226.81958036494
1378,69939.3296777271,55.6376212476753,2225.2245333151
268,41174.8081259429,52.339376373216496,2888.44470996322
1973,52389.366847928606,54.9693128112704,10398.8205918487
293,67787.526762113,53.362340441439294,9607.49884661811
159,65632.6045794412,47.1057667518035,12498.040454376298
1558,21683.1937246025,46.0273932213895,339.592268926788
1907,56689.4638980739,41.0034003201872,5740.591697530911
1400,20063.0995840766,24.278338806238,2495.13299137587
207,66356.8567414768,61.5248488285579,10725.4847277828
205,29445.510501973306,28.4456774769351,1758.88186466259
150,58481.012161355495,40.8329182346351,5380.56059607515
162,62246.7272495851,31.081884507089896,406.720769305791
1814,57717.606790829406,48.7978129191324,3153.22282858557
708,62469.428374897696,24.264855359215304,7286.550390859979
980,62842.0643904246,62.19707881892101,107.597231536379
681,40916.564145591095,48.3197407145053,5219.80402778761
423,69995.6855783239,52.719673210755,2084.37086090284
1652,46166.16312880071,25.9961206219159,901.753117654396
516,31196.4917741716,47.1787848910317,987.261536638484
154,34559.907035436496,29.1121819927357,3317.52987409072
307,43957.35058235,21.1448488398455,5416.3577980789005
1772,38163.394543808,63.2516524642706,454.30767679965993
40,26578.5366925411,32.6760442531668,3489.84313638823
69,24857.6948815025,21.598676353693,2692.1634585589
1393,29190.324624069,60.2912226915359,5239.59477294428
1459,54935.658378526605,42.95419475203379,7921.83050973712
1966,29572.9758962989,39.230477804318106,5006.25382336323
1689,59458.704343996906,56.4301745630801,1513.3276370025303
148,43891.3559704088,49.1538267019205,5792.906333268111
1160,50021.65540819991,23.816679108887897,1054.26808471871
727,32420.818151440497,32.3617921588011,1494.21297427116
1203,66008.3970683627,19.4274257733487,9189.61151437781
1647,41916.692680679305,48.1487081670202,6106.10958603407
552,51035.6334550306,58.9949772898108,2889.8801946867497
1128,21448.8279935904,31.7951883119531,1989.18297633362
490,38288.0710810423,28.7354316161945,1723.3993728988098
192,21648.261025548,52.5870399242267,3558.52726155765
661,32195.5925249495,62.2016585152596,4980.01358501464
519,41315.1078904048,57.5200941171497,1378.90905711849
533,49604.544211179,51.944008814171,7045.91920223369
346,50139.7400093265,30.2678123456426,7758.79982277807
459,21412.3086119071,26.382710393052506,2639.7101263171
1525,39453.6456139758,32.4015455972403,436.935246909842
553,53493.4860118665,21.874746390152698,5030.82879986161
867,35950.4884504713,35.4718469656073,2664.92567484772
1769,64398.146157618605,35.5975403040648,1674.90563293026
1766,55093.92122505231,55.1760833254084,6485.3015902704
1028,50632.2792428546,53.6232994752936,1262.35606612176
1112,34760.0193158723,34.260301864240304,28.8825344418559
618,33338.9439899474,46.59851354220879,2929.85142379499
1860,60729.9492391758,40.7735017831437,5006.850087456421
1980,33702.531834133,48.14840359007941,922.036589731527
805,26449.3282930925,46.4791532470845,2952.12315164984
969,60016.07961254191,54.3172402922064,2857.00741354764
734,22581.1339728534,40.5488618090749,34.2851058172658
841,52956.246077083095,25.1471019247547,959.097214811603
966,52920.148014091,20.9909665295854,9521.769942117133
825,28481.265604496,47.4213283620775,5302.17994342883
1055,24820.7924701273,38.24401685083279,51.949242778070094
341,52945.5477884039,54.6319151935168,6262.00794529651
776,53825.5367358215,49.7139043789357,5272.80479170349
1498,34070.603996515296,27.294051585719,1401.6850611281195
1828,24112.4993935227,35.9713375223801,3285.4999476636103
281,27574.634184129503,57.6437090644613,1017.39615953411
1749,57468.0594424717,62.2650460018776,8452.955623884442
1409,36727.7459986508,58.1846541729756,7287.540764449741
1170,58178.614573553205,49.692794545088,10948.4994895604
1571,31587.0648645796,56.325616270303705,2677.8257134135
934,66423.3993319795,18.874357114546,1066.21460111103
1101,60063.693094998605,59.1146443360485,6766.29418079942
74,57018.4848317876,44.825715307612,3507.25216607221
1952,51650.2713714726,40.1050568986684,3743.00343686135
352,21081.1941814609,52.3828332629055,2395.1653496083604
1288,48192.1856105328,29.7553181806579,5026.47455722886
842,40366.2032377906,32.072008041665,7410.792024329541
1790,20742.6969707012,61.5984211568721,2295.81809350674
777,65451.496518217005,60.27638934040439,8129.0489314653405
1996,59221.0448742844,48.5181794138625,1926.7293969037696
628,23886.5676149726,34.4429727895185,4440.41961655389
7,48430.3596126847,26.809132419060894,5722.58198121271
1475,40708.9194096625,32.816768867429296,5532.3438431879
1141,69310.9572678804,42.1106091835536,1590.32580358526
458,20686.2390902825,33.2805235567503,3052.576690614569
506,48689.0004295856,36.563092165160896,3859.471822981629
1854,38561.9440395385,45.8798310379498,4831.11117052535
1531,41362.5083677471,44.3638080758974,607.9656119507911
1397,63271.6088253073,23.3420981327072,11298.172191103702
234,34615.542173851296,25.5143896490335,6476.760852061379
1937,46442.282786592805,28.845958323217896,1484.56154845106
1079,57914.7310741246,50.611599714960896,6715.85790769023
331,40496.2558229454,20.1054587159306,4834.60379766491
1005,66797.6646730676,21.3804285540245,11921.1995369591
827,33093.9618567936,33.403173910453894,3852.9924436463502
849,51718.13696390019,34.3504997366108,1036.61680359844
1290,36965.7424790785,53.762358619831495,6333.39158836421
1199,24951.257491484303,62.0411404804327,2544.35600305062
115,41302.6741752401,38.6606185785495,1379.91312425834
1548,54739.1645191237,28.0218697916716,7218.968224057919
433,47846.9459037296,24.4183572856709,3713.26268829211
699,42242.489119526,34.2207668605261,2070.3793805860896
855,32151.296855881803,42.9149115667678,4601.94008647427
24,27845.8008938469,51.9706241027452,4959.92122589578
593,50414.3203189597,56.1940032062121,2468.17199888535
742,34429.1467382573,39.7149895974435,2240.2774038697
1547,25146.5956843458,21.054199264384803,2890.65279259851
1810,52797.4010375328,21.127010439522603,1080.42349008036
1861,40240.7275559381,26.9590053195134,7498.630446855849
1399,68565.3855022974,21.210909305606,1231.5373682641
51,35975.7949295454,35.7086517671123,6610.36617887751
1202,34667.0204005204,18.8531892849132,2827.28940194175
397,23305.7714928873,28.2175287632272,4521.00431151248
694,59253.1214631163,36.9204115439206,7327.28357684415
1732,28700.872585177403,28.797041818499604,5090.31049085575
1474,59475.4971843213,36.7371304794215,2628.2621240183803
301,27218.561030458703,55.171019956003896,4145.00358705858
730,43538.85611519221,46.3294121143408,8523.90111590581
1205,32188.016239088,49.428864156361705,4659.9533251724
261,22199.6151423082,60.104818883352,1498.39091851883
1926,45917.6006889902,45.157120659481706,8253.273858040659
89,53607.326925266505,27.561712404713003,2378.7661730363297
203,64718.66177627821,37.2764920084737,1485.07993541129
107,23998.3236929402,29.9100334881805,3928.3039085182704
1095,62535.6328487396,39.1940755369142,9490.26419041115
1264,25640.0788831525,22.656479598488698,3105.4430213977303
1738,45045.431649778,58.6236949465238,8489.40598539328
1622,60362.344274763,24.6941230664961,10306.7053645722
1015,55931.6545771435,23.4413330657408,4053.51993761002
1690,67010.8409761451,51.522295596078,11646.9106059041
1527,46319.4167986512,45.146788359619705,1523.07205829741
531,61006.1073023826,54.1812955695204,5850.77069132097
1071,39472.7072492242,42.608860772568704,596.481179541814
1994,54421.4101554826,26.8219283991493,3273.63182294932
306,50480.952688958496,27.080390626099,8831.18436544789
1899,61414.8012641817,56.889189159963294,9743.60925907749
557,26100.8512624539,62.319164680317,960.137251358102
332,24698.6693050712,48.9125574673526,2427.65078779499
279,20622.860097792,30.4140330967493,3518.4526294613
877,46283.0674648285,48.2885851110332,2166.1230995161
834,53483.3740023896,29.1899978881702,1459.66859888829
745,37536.3472430035,25.8566775699146,2634.3585848472
440,58580.9595114551,56.62695133779199,4317.71547822747
1394,63437.70014820621,54.628140348009794,11963.3642158544
786,46038.510655053,39.0386727838777,6868.98780501089
813,39124.164362438,44.557108595036,401.32673340017
871,29761.046012863502,21.8542913463898,3748.25812413245
328,45183.0541761592,33.8955782176927,5953.45352370895
1616,21194.6161743253,25.9131900230423,1102.84809429723
1317,55988.295276183606,31.0870394702069,7745.75480897024
1949,64484.0147974901,33.0994235407561,1391.6018015385198
1102,34635.7447491027,18.9473467003554,4859.2352866332
971,52603.878644295,43.8954665251076,2043.08955289918
1653,23881.7865075544,32.893709717318394,1190.63010538961
186,64619.6646196768,26.042092686519,9704.7824094498
1408,60842.9411589168,60.2551426086575,6608.96879522724
1193,54405.62497125941,57.1412841030397,6253.20667662182
1251,22449.077391065697,35.7657792968675,1187.4269503018
496,47847.51562867309,26.6518377717584,8494.01643069754
1096,60686.7685727775,48.3993084896356,10614.130949683
1987,67994.9884698726,38.6222593844868,7289.014109090091
1444,63453.223130200095,23.915705407038303,10668.3635123802
63,31652.6937345043,62.0238024718128,5151.07044539045
140,27089.124317280897,21.2076896023937,5029.48878154619
1843,44447.529297322,32.718134177383,2714.4031075508897
92,30673.8375034183,59.3338370760903,383.107569352407
65,69078.6048118025,25.1075240480714,4076.58391416475
172,60477.23384574059,60.4021064555272,10711.700895547
1180,51906.0461595654,36.5730408038944,10235.2726101919
1639,46118.5501003638,23.974000670947103,2728.31148575531
1572,40716.1908852868,25.805651593022,2389.7007594319502
175,39772.1187258139,43.725447806064,5492.89368937988
1863,64287.3976309784,45.883906444069005,6301.594778224129
1479,68115.9803341143,37.2917711720802,7458.559482000691
1403,54009.6922824159,49.409900434315205,884.735504669608
30,58842.8913080133,54.51094756368551,10871.1867897838
1291,43536.0389109701,27.866907121148,6427.726092600339
1940,48187.347878702,55.5330095859244,2003.41184966425
85,30483.2955286838,33.656441235914805,4514.0097801128495
575,58147.7998569608,34.058644853998,3951.18974682111
798,38073.4068970196,32.2145080873743,2284.00567663756
364,40872.6397715509,54.948061559815,5312.49170624282
1846,45382.8078974038,42.5163445896469,2742.45497541323
955,20629.3472950347,28.3068615505472,3310.41011772524
1306,57119.7396889329,22.3344876104966,10211.7219327373
1456,53226.1944073252,43.6187472892925,5686.64311580018
1511,21144.5628711954,21.355885541066502,703.363922990578
1762,60776.110207662,34.2069418113679,10382.439679089
1565,46175.0319390558,36.9153439118527,1064.08187542437
1898,21771.129341796,33.6877787308767,350.44554839511903
68,30735.808499157403,22.242097743786896,5946.822296779959
1719,58809.2924724333,37.459188552573295,5470.58784591839
692,25244.726699311297,53.37901060422879,1278.99950423557
1673,66054.5062320307,39.0771388872527,10321.0987007481
1179,56696.458596270495,57.5202533886768,9686.63030666495
1986,22371.522190515,39.142225323710605,2291.85642755991
1591,65688.7315027416,24.5644754115492,3673.8704148985703
1098,22228.3452912234,33.359457094688004,2187.21333714559
562,53033.864130266,38.457559687551104,10427.4705030759
1585,67289.5856830291,26.7274004640058,13376.7977060636
218,65077.322027646,50.979134705849,11061.8118946308
202,38053.6231258884,26.2068803249858,6110.57279243647
1050,23787.3670458794,36.3117125998251,3041.55290815678
879,36680.1819228567,22.1462626061402,4849.33378471958
1569,46583.1995988265,32.704374910332305,6241.27050834808
18,43378.1751943752,60.84831793932239,3277.7375531263
426,23519.866091664902,34.393706864211694,2368.3812306499804
958,41430.8552560396,33.6895613595843,5719.2781159757205
984,37277.2461199202,26.6331468173303,6289.25607587104
461,32319.262220989905,42.9319930765778,2733.42055865967
1500,31400.8584292606,62.585855379235,4464.40426807541
206,25817.389884032295,37.9454801897518,4115.4847193336
1901,24791.186703369,39.6432714527473,4844.68098269435
421,30595.7480147481,40.9114946299233,3495.0698810157105
100,43439.98872675,24.1794703230262,6879.30600704276
1597,21144.1621463746,58.3921971502714,987.7941458290892
1765,25857.7655931003,41.75835441658271,1810.23233886952
864,26617.0303151011,28.616509240120603,2727.24168062816
1800,50112.4621997587,41.3046374535188,5067.03292510384
615,21087.3555438593,49.31063445238401,3353.6935708995097
178,50072.8476257063,33.0152727491222,8088.568018568091
111,36496.1339323781,19.5157164894044,165.506090118747
1590,49205.6370992213,24.6220297645777,3393.85658908614
1959,48263.00342567269,28.5496045635082,7798.793462982109
1880,21258.9027755894,54.224563381169006,706.619738681604
1629,52263.355504255705,34.2960922359489,10161.9466747561
220,25011.103895958506,36.2151896632276,3834.0427822767
1914,69992.33271228151,41.771231430117,52.872190279850905
489,48685.04201760519,32.5332560278475,9698.582169129
1154,32032.5567433611,50.1174370483495,4582.93827444975
1000,62165.8611856401,19.6025430983864,4739.94895405831
1413,57646.2429063395,62.8707484649494,1452.4933777984195
1967,21982.0173736662,34.915516287554105,4265.17370408717
297,42521.7260071076,47.704288747627295,2661.61251596017
1431,66558.9343686588,48.5161607107148,3090.99245474831
391,29672.5608105771,51.0198048097081,607.909484188127
1115,37887.5493933447,24.4157260977663,5061.77783089573
449,30885.6922015548,55.1507588205859,5216.354091171161
753,42696.9713694416,44.5296706766821,222.196438639024
1006,30272.2036186606,19.1324464869685,1440.07254888392
604,23984.5509454608,51.1412676903419,4622.27519842492
1533,54468.27920852231,23.8768151258118,68.6254562680885
1671,54170.5326107331,37.441050716210206,1048.93237153118
1027,39819.920940790296,63.384797013364704,3577.44768965771
1348,66078.76935042441,45.5363250342198,3664.6214515027514
1770,41089.5108291879,57.6274173790589,997.184168539689
989,39133.8918637484,21.603231470100603,433.458417926463
500,57179.40200585871,21.3731215777807,2991.96735071436
438,62519.184178672695,44.409974959213294,2324.5477054729
803,23613.255685195298,32.4735058033839,2469.23458468339
929,32423.8068470731,63.189986590296,2961.95236821591
1615,27010.8837680891,36.6096224458888,2373.17525529916
666,58507.6235514134,48.9774480354972,694.1351678029421
939,62799.7506107204,35.3614920396358,6752.58607130953
1909,35020.4887730069,24.9919104841538,6832.803041888821
1354,46081.6455469467,50.0691045392305,1487.7860414097595
1171,45735.4556932114,52.8210372370668,2944.5373541645
470,54707.2885138914,44.2378814583644,10255.1901115656
1999,43756.0566049069,63.971795841120205,1622.72259832146
1515,32086.9135367684,28.4107764703222,6362.39035410808
1830,23516.727697569902,27.3626951933838,559.905322890733
932,49054.86027011651,54.0686636208557,1102.24036140034
1921,64057.844788767405,59.8584348168224,5774.281958129571
621,55948.0677172542,40.3030153843574,8569.220572619399
246,27441.0003842786,37.399069886189,1455.0476020381195
857,30868.8048203476,58.1365677523427,4618.39218432669
1524,67006.8064867519,36.1980030969717,3692.1691720194
1339,66896.7653112486,31.5454680258408,387.394420295952
824,34222.1877467819,52.246678448747794,3582.151363963449
4,42709.534200839706,45.7519723521546,6103.642260140699
1610,54738.6822919361,26.7719294563867,6210.728279474511
1384,26643.808993976603,19.2896285057068,1413.7832242580898
578,64467.803684528895,63.4005892067216,521.5757013705901
952,59267.3391965218,34.9126990740187,5085.311918671479
1742,45139.4863938913,19.617209166754,1743.69146395254
109,21534.5512190834,44.3150380225852,228.33538696889
1301,60432.2166577913,41.9223259263672,6300.86893870814
1976,57753.5689622164,54.2359153465368,5067.44996385047
1734,67417.5709998235,29.9109835587442,6478.40253245573
613,50061.7677392438,55.3610418764874,6145.131816878149
1795,39019.357743673,31.792708855588003,3196.5597688723497
1644,50117.8570371121,32.8272838406265,3599.0688208868105
93,58793.6143088154,56.49441040540111,4391.981053651471
136,59132.6851560734,48.3449929575436,4575.52763542752
645,28182.5232948177,25.529610356316,2285.95653758834
435,23086.2554092892,24.8499603327364,1256.4011595099698
1436,61836.7356178351,29.545486581511803,10971.9746358776
1918,46134.8541360348,54.8654459267855,8716.61125941204
1476,30391.473304480296,59.264770790003205,2072.63406602468
878,25554.698524065298,42.7969214715995,4229.914353055779
35,57584.9737902172,36.672020919621,1728.4237547148
1070,67593.5170776211,25.405445643235,9864.07802710305
1072,30572.446859441698,48.6518424763344,1847.09424972443
1657,61812.90135020389,52.961987729650005,3124.31240923735
965,52565.0657410733,55.69652934977779,372.974253343653
323,63108.7073870003,43.1939415303059,5757.84899502697
1964,28858.5988734849,23.694589723832895,3764.8151742023297
766,50719.7630754672,43.20724464952949,4770.937668011939
1604,67346.6624622233,34.9015168333426,6752.12245843297
807,25686.778936069502,35.8507148684002,3728.39703071966
634,38500.000645872205,53.9306910806336,7571.68231798672
1108,20674.897083081298,23.9998828670941,299.825137750899
858,62988.8264276087,32.4746129391715,6924.90156914655
1490,48552.843409124805,29.3780835419893,5650.88968761866
286,65670.8834390156,50.0046984688379,3950.870172149721
76,50827.9805234633,51.0129371876828,1765.98333716344
1046,25631.4347311854,47.6355769587681,4778.700542847971
1808,57359.55243464559,34.795262857340305,10011.410682346
157,47541.61433549599,55.2345850714482,1611.21659719418
1228,31233.307758811898,41.7040518331341,1662.45361648808
1293,64233.0406978726,26.7145613217726,12104.5342079885
765,58820.3820562921,30.7523156455718,530.657824121697
1185,51733.28750999639,24.9149514483288,7906.14117885321
243,31523.1077652425,40.4461679388769,5174.57056869183
539,60857.2350512259,37.3942870064639,10486.7443460306
868,28982.1123634465,35.2682511825114,1440.49916760651
1150,56317.08282046019,24.6534822979011,8045.4409532236705
1707,51199.8698394746,22.403576805722,4064.8180932401897
450,58683.2263204269,24.8449592967518,271.734468486729
1361,52529.6987663023,18.812804243993,9808.190939503142
1439,58038.926245644696,54.0021256082691,538.230522684501
1230,35485.1182713173,47.3888703114353,2482.0422504401604
494,53283.25870679691,49.004692913033104,4065.2187953051503
920,28085.479598958,45.0321259801276,4431.280471397489
1410,63830.7474367321,35.1387838018127,5271.62698185449
1332,39770.128664095,45.190938007086494,280.878547416661
747,45622.2907104529,41.6325453221798,528.181250121176
419,34332.3152558878,36.5013708979823,1225.72022331307
1377,60624.8153652996,39.8577877297066,6740.71613617934
1621,66087.0884708129,51.1457220236771,11039.2887187921
104,57296.1608227342,25.7084823274054,10601.0827828556
1226,26078.2135813497,31.8068806584924,3665.88089899456
672,40376.1635813862,38.92128903651611,3901.93798361853
422,53422.2162491642,28.1885305172764,7441.75961676144
1353,44964.0105990693,48.414803271181896,693.2147137703861
1823,61129.7231563367,35.1091779656708,11302.7676868696
366,32222.8188090958,61.8106158780865,934.477133128546
187,37593.7578664161,54.0104153105058,7274.32562822359
34,58886.8512935005,38.6615042379126,7271.552032470579
1549,30497.2045053728,28.476944413036104,4573.59408976341
1672,51653.7047387101,19.877511996775898,1853.41915551256
1916,48015.5547428876,28.241796202492,54.0082423765092
384,50648.1984443963,56.5173067129217,7110.755833314191
686,57765.521160326905,43.88730905111879,5445.22266010925
1578,57216.1010163836,31.8223280687816,3554.3893651037897
768,67520.759596955,45.4156241421588,13041.7794518553
1560,68657.7893025242,35.764108172152206,2427.94988726108
145,28982.0581488311,39.048409874551,2898.7618238762298
695,48540.3415444307,21.2391576226801,1012.93499290592
652,60480.9757950716,53.4286878337152,3216.094541183369
823,47903.31424912441,46.16901477286589,4283.2269736806
1324,42450.5430436693,61.6142461770214,6210.280586951011
538,22516.5403494611,55.51892666704951,4267.45190233138
517,66003.95999150349,33.0735146761872,11207.4952297971
108,63391.6159672663,34.7392676644959,190.889274816911
1925,55881.5417974256,33.306685289368,8383.07416484486
1130,34145.7995516248,31.4007989270613,4074.95259111004
839,54820.9740128368,20.560396471526506,10070.9490549973
513,61987.6852654852,27.6310877874494,2618.2430369954
1687,47481.4296397381,20.4952215258963,9402.87611781971
949,56946.64593786,55.4090137514286,11175.8410699241
289,66179.3241091073,48.120799149386606,3646.93785979368
1020,42761.492675636,45.0493739051744,610.65784710333
1936,33707.801036071,59.91764355450871,321.578931158535
1069,54656.5490355715,18.3938295515254,9911.134962918291
541,49665.63383815809,50.3192126206122,2713.88507461967
1082,55649.05588282269,19.6645014896058,7660.34617051509
127,26157.7772721648,22.8269377253018,2295.81165641849
1369,27082.7189832926,60.277962766587706,4990.55712316988
365,35154.4934837148,52.8992132418789,4037.719603747871
1619,67131.8026888184,58.0628085201606,2271.4045367837102
1851,36431.1614120379,46.45279703848061,6783.361362639921
719,31895.7153055817,48.1859072847292,3423.34617207901
599,35993.2879265398,41.875001901295,901.9277106596428
1519,23763.0605627783,39.3930971822701,2950.31486311935
185,61167.774819769,20.5836314358748,10396.6181477631
1466,47704.38082516191,21.8403608766384,2717.0794847261104
1520,51845.9425587207,43.4194350652397,8750.83208800708
443,35496.6654954478,47.0027460702695,168.054785283069
548,20715.535634663,27.5303214336745,369.527739366732
903,48991.85367859901,18.621307099238,7453.26426764463
979,54422.9734851979,58.5713950437494,444.613776925989
502,43963.7380116619,41.553842225112,4481.43686080601
1219,35145.100187510296,47.79338271869351,510.739968904777
1705,40443.2036262006,33.6592989233322,1857.25232688308
959,53612.1312342584,23.282966454979,5976.89656826076
1516,28873.167319688902,62.2347470652312,992.5777176640448
1991,34237.5754192472,34.1016539284028,2658.0906316048604
1143,22048.8950423896,53.798252495005705,4199.0243561842
571,30187.0918646455,28.155084246303897,4462.82325767409
475,61262.81632343309,49.4130304073915,5564.163603137889
1311,58988.305802922696,19.9765913961455,4728.25954236021
1804,67048.8930004649,55.05304128862921,10839.9137599877
260,28199.601632077203,36.6687041711994,3871.688901934071
1842,57745.3588764183,36.7296103164554,5540.4640473639
720,51894.5400998928,59.00376830482861,6579.534006664229
1829,41692.60517694061,62.1212498066016,1708.71250339329
1813,20803.6145358346,61.8922501667403,758.43484908373
1794,28163.2950692438,58.00352913793179,2121.1519558446303
1960,38755.1627052017,56.3554266071878,4244.49803308998
946,63558.8640859351,36.3568546553142,9282.92773534658
524,56050.3025818616,23.973829543218,6870.83901013046
936,62887.76266621429,42.8418413973413,6849.48422314614
770,68276.0307611898,34.5148812653497,4842.077960288339
1065,36973.0856898241,38.2803032551892,4144.44814361402
526,57504.07174229621,55.717134432867205,8107.26764489386
657,53400.8270059712,58.0816884133965,10418.1929763283
1030,55176.139604300304,49.45591010246429,7822.936090935409
534,48433.3734889515,28.5319973430596,789.63336134554
982,40749.0281783976,26.854012909811,6207.18616502598
263,34414.2403383739,54.53017240064221,617.538752197269
1360,22001.3174507767,31.6172848115675,2155.8121729811
